a.artist_id;a2.artist_id
2FURpqYsZpi99ySpKCOyQE;0op3EnoEZ0jQY13sbyoSo2
2FURpqYsZpi99ySpKCOyQE;3eAm5IYwnH7uTX5EBT9sbi
2FURpqYsZpi99ySpKCOyQE;6XYRpcgPIK9OejoVzA7PbC
2FURpqYsZpi99ySpKCOyQE;5cl9YjDDdgrN50CJzZO6er
2FURpqYsZpi99ySpKCOyQE;7Ix9GNTGIUIFBpPC6K0QeP
2FURpqYsZpi99ySpKCOyQE;0OVfimlbekXaMrP8IoCzHJ
0OVfimlbekXaMrP8IoCzHJ;5cl9YjDDdgrN50CJzZO6er
0OVfimlbekXaMrP8IoCzHJ;6XYRpcgPIK9OejoVzA7PbC
0OVfimlbekXaMrP8IoCzHJ;7Ix9GNTGIUIFBpPC6K0QeP
0OVfimlbekXaMrP8IoCzHJ;798kDjwOnvYR4iLHoDR3Gl
0OVfimlbekXaMrP8IoCzHJ;1qNkvcsEC2Hry31JWkYO3D
0OVfimlbekXaMrP8IoCzHJ;0op3EnoEZ0jQY13sbyoSo2
0OVfimlbekXaMrP8IoCzHJ;0InCPtI0kadS7s3cZrcbbY
0OVfimlbekXaMrP8IoCzHJ;3eAm5IYwnH7uTX5EBT9sbi
798kDjwOnvYR4iLHoDR3Gl;7Ix9GNTGIUIFBpPC6K0QeP
798kDjwOnvYR4iLHoDR3Gl;1qNkvcsEC2Hry31JWkYO3D
798kDjwOnvYR4iLHoDR3Gl;0OVfimlbekXaMrP8IoCzHJ
798kDjwOnvYR4iLHoDR3Gl;5cl9YjDDdgrN50CJzZO6er
798kDjwOnvYR4iLHoDR3Gl;0op3EnoEZ0jQY13sbyoSo2
798kDjwOnvYR4iLHoDR3Gl;3eAm5IYwnH7uTX5EBT9sbi
0op3EnoEZ0jQY13sbyoSo2;6XYRpcgPIK9OejoVzA7PbC
0op3EnoEZ0jQY13sbyoSo2;0InCPtI0kadS7s3cZrcbbY
0op3EnoEZ0jQY13sbyoSo2;798kDjwOnvYR4iLHoDR3Gl
0op3EnoEZ0jQY13sbyoSo2;3eAm5IYwnH7uTX5EBT9sbi
0op3EnoEZ0jQY13sbyoSo2;1qNkvcsEC2Hry31JWkYO3D
0op3EnoEZ0jQY13sbyoSo2;0OVfimlbekXaMrP8IoCzHJ
0op3EnoEZ0jQY13sbyoSo2;5cl9YjDDdgrN50CJzZO6er
0op3EnoEZ0jQY13sbyoSo2;7Ix9GNTGIUIFBpPC6K0QeP
7Ix9GNTGIUIFBpPC6K0QeP;0op3EnoEZ0jQY13sbyoSo2
7Ix9GNTGIUIFBpPC6K0QeP;6XYRpcgPIK9OejoVzA7PbC
7Ix9GNTGIUIFBpPC6K0QeP;5cl9YjDDdgrN50CJzZO6er
7Ix9GNTGIUIFBpPC6K0QeP;0InCPtI0kadS7s3cZrcbbY
7Ix9GNTGIUIFBpPC6K0QeP;798kDjwOnvYR4iLHoDR3Gl
7Ix9GNTGIUIFBpPC6K0QeP;0OVfimlbekXaMrP8IoCzHJ
7Ix9GNTGIUIFBpPC6K0QeP;3eAm5IYwnH7uTX5EBT9sbi
7Ix9GNTGIUIFBpPC6K0QeP;1qNkvcsEC2Hry31JWkYO3D
5cl9YjDDdgrN50CJzZO6er;6XYRpcgPIK9OejoVzA7PbC
5cl9YjDDdgrN50CJzZO6er;798kDjwOnvYR4iLHoDR3Gl
5cl9YjDDdgrN50CJzZO6er;0OVfimlbekXaMrP8IoCzHJ
5cl9YjDDdgrN50CJzZO6er;0InCPtI0kadS7s3cZrcbbY
5cl9YjDDdgrN50CJzZO6er;3eAm5IYwnH7uTX5EBT9sbi
5cl9YjDDdgrN50CJzZO6er;7Ix9GNTGIUIFBpPC6K0QeP
5cl9YjDDdgrN50CJzZO6er;0op3EnoEZ0jQY13sbyoSo2
