artist_id1;artist_id2
69GGBxA162lTqCwzJG5jLp;6lB8vOoI4DRrrVxXwuV19c
69GGBxA162lTqCwzJG5jLp;7DMveApC7UnC2NPfPvlHSU
69GGBxA162lTqCwzJG5jLp;7f5Zgnp2spUuuzKplmRkt7
69GGBxA162lTqCwzJG5jLp;20gsENnposVs2I4rQ5kvrf
69GGBxA162lTqCwzJG5jLp;23fqKkggKUBHNkbKtXEls4
69GGBxA162lTqCwzJG5jLp;4bL2B6hmLlMWnUEZnorEtG
69GGBxA162lTqCwzJG5jLp;3hyEbRtp617pNCuuQjyOmc
69GGBxA162lTqCwzJG5jLp;1IueXOQyABrMOprrzwQJWN
69GGBxA162lTqCwzJG5jLp;64KEffDW9EtZ1y2vBYgq8T
69GGBxA162lTqCwzJG5jLp;7CajNmpbOovFoOoasH2HaY
69GGBxA162lTqCwzJG5jLp;4sTQVOfp9vEMCemLw50sbu
69GGBxA162lTqCwzJG5jLp;1LOB7jTeEV14pHai6EXSzF
69GGBxA162lTqCwzJG5jLp;5CiGnKThu5ctn9pBxv7DGa
69GGBxA162lTqCwzJG5jLp;45eNHdiiabvmbp4erw26rg
69GGBxA162lTqCwzJG5jLp;2qxJFvFYMEDqd7ui6kSAcq
6qqNVTkY8uBg9cP3Jd7DAH;6beUvFUlKliUYJdLOXNj9C
6qqNVTkY8uBg9cP3Jd7DAH;163tK9Wjr9P9DmM0AVK7lm
6qqNVTkY8uBg9cP3Jd7DAH;63yrD80RY3RNEM2YDpUpO8
6qqNVTkY8uBg9cP3Jd7DAH;3WGpXCj9YhhfX11TToZcXP
6qqNVTkY8uBg9cP3Jd7DAH;26VFTg2z8YR0cCuwLzESi2
6qqNVTkY8uBg9cP3Jd7DAH;1o2NpYGqHiCq7FoiYdyd1x
6qqNVTkY8uBg9cP3Jd7DAH;2wUjUUtkb5lvLKcGKsKqsR
6qqNVTkY8uBg9cP3Jd7DAH;0ZED1XzwlLHW4ZaG4lOT6m
6qqNVTkY8uBg9cP3Jd7DAH;6KImCVD70vtIoJWnq6nGn3
6qqNVTkY8uBg9cP3Jd7DAH;4GvEc3ANtPPjt1ZJllr5Zl
6qqNVTkY8uBg9cP3Jd7DAH;2kRfqPViCqYdSGhYSM9R0Q
6qqNVTkY8uBg9cP3Jd7DAH;37M5pPGs6V1fchFJSgCguX
6qqNVTkY8uBg9cP3Jd7DAH;3iri9nBFs9e4wN7PLIetAw
6qqNVTkY8uBg9cP3Jd7DAH;45dkTj5sMRSjrmBSBeiHym
6qqNVTkY8uBg9cP3Jd7DAH;4Uc8Dsxct0oMqx0P6i60ea
6qqNVTkY8uBg9cP3Jd7DAH;1QRj3hoop9Mv5VvHQkwPEp
6qqNVTkY8uBg9cP3Jd7DAH;5IH6FPUwQTxPSXurCrcIov
2R21vXR83lH98kGeO99Y66;5hdhHgpxyniooUiQVaPxQ0
2R21vXR83lH98kGeO99Y66;47MpMsUfWtgyIIBEFOr4FE
2R21vXR83lH98kGeO99Y66;1fctva4kpRbg2k3v7kwRuS
2R21vXR83lH98kGeO99Y66;5bWUlnPx9OYKsLiUJrhCA1
2R21vXR83lH98kGeO99Y66;00XhexlJEXQstHimpZN910
2R21vXR83lH98kGeO99Y66;6w9ToX5slZ4uIdmD17hJ3c
2R21vXR83lH98kGeO99Y66;0qTZZWLzuD59Un5r1speHm
2R21vXR83lH98kGeO99Y66;4q3ewBCX7sLwd24euuV69X
2R21vXR83lH98kGeO99Y66;7iK8PXO48WeuP03g8YR51W
2R21vXR83lH98kGeO99Y66;2wkoKEfS6dXwThbyTnZWFU
2R21vXR83lH98kGeO99Y66;3RtNN1VnooWEn3KQk03DUL
2R21vXR83lH98kGeO99Y66;6w3SkAHYPsQ1bxV7VDlG5y
2R21vXR83lH98kGeO99Y66;2QUvtLq6oQaX0LNsYY2fas
2R21vXR83lH98kGeO99Y66;1GAymyGBvB4gQy5Z5LZ1Wj
2R21vXR83lH98kGeO99Y66;0tmwSHipWxN12fsoLcFU3B
2R21vXR83lH98kGeO99Y66;0GM7qgcRCORpGnfcN2tCiB
2R21vXR83lH98kGeO99Y66;1jSjfSgDjedJdi5MoyRu78
2R21vXR83lH98kGeO99Y66;2wYOpkTJZGByNEOjEnSmoW
2R21vXR83lH98kGeO99Y66;64aJYyrXljOodnUG6jvhRD
2R21vXR83lH98kGeO99Y66;77ziqFxp5gaInVrF2lj4ht
1SupJlEpv7RS2tPNRaHViT;3EiLUeyEcA6fbRPSHkG5kb
1SupJlEpv7RS2tPNRaHViT;3E6xrwgnVfYCrCs0ePERDz
1SupJlEpv7RS2tPNRaHViT;2OHKEe204spO7G7NcbeO2o
1SupJlEpv7RS2tPNRaHViT;21451j1KhjAiaYKflxBjr1
1SupJlEpv7RS2tPNRaHViT;7tU1VKOuxiNZwBZC6RHidA
1SupJlEpv7RS2tPNRaHViT;3LKXWvXFWrkwUzJWxzwVpW
1SupJlEpv7RS2tPNRaHViT;4IMAo2UQchVFyPH24PAjUs
1SupJlEpv7RS2tPNRaHViT;4SsVbpTthjScTS7U2hmr1X
1SupJlEpv7RS2tPNRaHViT;329e4yvIujISKGKz1BZZbO
