genre;artist_id
french hip hop;2pHk4wAmL7ofTAuvCIUWtv
pagode;4mnhyGRAuExTL4J0soT4za
swedish pop;63q3l3pKBpvqEjUM5Vf1TG
danish hip hop;6IH1y7lDZ4f5emA2chtADV
pinoy praise;76BiSFOr2qBMR7TtLxOG5o
dancehall;7BGR8y1VZAWK2oR4zD9COr
dutch hip hop;5tzrNHhl5pR4ljkkaz4DHN
finnish dance pop;7fsO7iJz8gv776THRffk0A
brazilian hip hop;2RKcy8YT2w2QYn0D7TjiIi
indie anthem-folk;7z2avKuuiMAT4XZJFv8Rvh
turkish singer-songwriter;16GyR4WfCnIT2XST4ZLl2B
italian arena pop;27F6zQrVHjYhAQp3ffmWwZ
thai hip hop;2MnMuRYL9qsGvWPsZGeDGQ
k-pop;6MoXcK2GyGg7FIyxPU5yW6
turkish hip hop;3yzGegJHrOW1CndMVFoo3m
pop house;4EPJlUEBy49EX1wuFOvtjK
taiwan pop;1g5sjKXQTGiui8u0iK4SeV
swedish gangsta rap;3PtEOX0PJSh7ndOL4tP0NR
uk dance;7h7ahzbTkbAFsshWJ7fOrc
trap;4IprNlQiJZUUJhDl0fL2SL
bubblegum dance;3El2sJgqTWkg1kkyHHAEu4
rock;3M4ThdJR28z9eSMcQHAZ5G
australian talent show;07Q9n9pbwR6jQ8xH4SA46b
finnish dance pop;5FgAhHocNrSCn7Ox87uyef
chicha;6PmfbeAL7jAauFPNyQ5UPi
j-rap;0mP8A1qIoufScrsxq18Cw6
forro;4KDxYlnGZEiS60pAnfZf4W
reggae catala;2hahtdJusGYC77DKod4qfB
underground hip hop;2RDOrhPqAM4jzTRCEb19qX
australian pop;6wFwvxJkurQPU2UdeD4qVt
kleinkunst;4AripACtwIVH69NdCbsJus
pop rock;2iEvnFsWxR0Syqu2JNopAd
uk pop;6xdRb2GypJ7DqnWAI2mHGn
mexican pop;1dJyh390MvfYPuNbhnbSDs
latin pop;2DmYtFBKcxb3ajwWWgA576
brazilian hip hop;6GRG2j3z9S1Lsa47YgPjkH
rap chileno;3raEZI89hszEBTTvb5wLsi
latin pop;2gRP1Ezbtj3qrERnd0XasU
japanese alternative rock;2IUl3m1H1EQ7QfNbNWvgru
danish pop;4uvOZHqwKYuWz1ywTBN5En
finnish hip hop;7b2nbNSjOwzjgraV3LvNEu
indie pop rap;382aq8Pij5V2nE2JMHMoxl
lgbtq+ hip hop;5Tz4zMiRWqiQVAymWZz99a
tropical house;0uGApGjjFXKwUOAqYBeX7B
rap;0fA0VVWsXO9YnASrzqfmYu
turkish trap pop;4Fn5clYETVpCxnIcFSZhr9
trap italiana;7fE7lNK6tsXhCOfYfxQ3wT
neo soul;06nevPmNVfWUXyZkccahL8
deep pop r&b;46VWDbmWmzvPBTmkSr25gM
french indie pop;3m61hCLcU3oVbs9kPYnoGC
rock;42TFhl7WlMRXiNqzSrnzPL
slovak hip hop;3inzIBtXMSkZTGEfC0a1kT
progressive thrash;41nB823nb3wxEI25UeGHqG
dance pop;5yG7ZAZafVaAlMTeBybKAL
latin arena pop;5RK6c1tyaKpwcDpbgCGNgj
ska espanol;036IY6CphXdsPiqIXdqvCP
finnish hip hop;0u24i6ZS1dxwPzDPuM0qqT
pop;5vBrKGOjN10BMwB0cJADj4
pinoy indie;4HPuFCMUiNcV4f3ew0flbZ
latin arena pop;1RpT4SSsNAr0JaSvvwNkgh
grunge;1w5Kfo2jwwIPruYS2UWh56
finnish pop;0FgPkjSOY3FoLQRXeNbkhL
eurodance;2FrKQPjJe4pVMZOgm0ESOx
social media pop;3k13k6CGv7MidIBUoqvUsN
puerto rican pop;1CztIa6fCQ0WmVPidXuwSs
latin;0TnOYISbd1XYRBk9myaseg
swiss indie;00UMLCX51uNiBzMhQKlwyQ
soul;1FqqOl9itIUpXr4jZPIVoT
french hip hop;2RJBv9wXbW6m539q9NOfW1
finnish dance pop;1QZB4c84BdcLM9MGD4EjBj
deep big room;5ChF3i92IPZHduM7jN3dpg
melodic rap;2HUwZ0kumzCSlhFcjFZfpp
latin alternative;6PmfbeAL7jAauFPNyQ5UPi
eurodance;4RVnAU35WRWra6OZ3CbbMA
vocal jazz;4X8QFzZ1HqwPfwDfyjtwXC
kizomba;6yWyIM8jA96kl3jlCXpabB
italian indie pop;1gRsYpSd9fR8x92ppdlCg3
spanish rock;1OxGzd3ks0V8CVWtXT1VMj
classic danish pop;0e7UgnX6ObqqX5EcMeuA0E
taiwan pop;2F5W6Rsxwzg0plQ0w8dSyt
soul;60df5JBRRPcnSpsIMxxwQm
r&b;6vWDO969PvNqNYHIOW5v0m
pop;37hAfseJWi0G3Scife12Il
dutch hip hop;6rNu1h2bZtfgDuZC5FWGel
brega funk;6OpOg5HVCc8xVf7OVrd5Fk
power pop;1pgtr4nhBQjp9oCUBPyYWh
new americana;0XHM5ZNJDU8e4CfbWMeSzC
breakbeat;4k1ELeJKT1ISyDv8JivPpB
ukrainian rock;4EXfia20rgVLyubQiYtOIC
swedish idol pop;1nPiOKzzecjvA3qhIDSPza
latin alternative;3qAPxVwIQRBuz5ImPUxpZT
indietronica;14rP13jdQNgQvuPA2AkBgm
lounge;0hItVPjwJLVZrFqOyIsxPf
east coast hip hop;0Mz5XE0kb1GBnbLQm2VbcO
classic mandopop;0qmPs7q4bykvrS8NMZk7ud
hip pop;2P3cjUru4H3fhSXXNxE9kA
latin alternative;3Ces1OJeGOVGcUB0wPaPXJ
k-pop;7nqOGRxlXj7N2JYbgNEjYH
surinamese pop;0gHpIfv815XYSaH0m3X08y
contemporary country;1p6CdzJRoicjRcSdWoB9Qc
mexican pop;4kcnsS1aAB40FMcLD01gmI
funk bh;5crFHCCb7j1zkIiIUpN2In
uk hip hop;4E0mDf341TLViBbNefSrsK
progressive house;0bMKf3lIYR9GaNTdFKkTOr
latin rock;3qAPxVwIQRBuz5ImPUxpZT
classic icelandic pop;2o1giMbJ0BMwB2O0zU3aDo
andean;1xkgbANdCCYVt86KdT7hwP
electropop;0jNDKefhfSbLR9sFvcPLHo
brazilian edm;6P6fVBXZjnqdgq2z2b8WlO
pop rap;5gCRApTajqwbnHHPbr2Fpi
modern bollywood;1yzgJmZf5CxtFfGfRFm4Si
latin alternative;65HuWBUC1d8ty1q6J42Nfi
pop urbaine;05hirnMeVIzCrcUxbrysZU
pop;2NdeV5rLm47xAvogXrYhJX
japanese r&b;0llYwFIMgF9Jzmp4ZY7wbr
latin talent show;1WLEfsQjvgtFSGkrHonzFX
chanson;6MmRTVIPIe35OsFqWgRKQJ
latin;1YYp1qwJ7EAitFINQ7gOKV
german trap;33qje3nPM5TBq2aBFny5IT
rock en espanol;6Q6qTNC2rAegcR5QjzcRgE
jazz boom bap;6GEykX11lQqp92UVOQQCC7
downtempo;3iOvXCl6edW5Um0fXEBRXy
latin pop;7slfeZO9LsJbWgpkIoXBUJ
deep turkish pop;72OZeQyKCAebfnRJAIEpnx
norwegian pop;43uURL7UXIZoVIsTTrLe7d
funk ostentacao;7Lmrb6KcIzfkmgbtokjsAL
danish pop;2GmsPqiejcB4bPdxJpkCh6
french hip hop;5l8WyvJ50fdSghK2ySNq1y
pinoy hip hop;1SrWbIDP84JcSDr0oTBAQw
brill building pop;391oLRVmoTkumiN79HkTWu
pop;40JlNF1w2OiSOyj1nC4y0I
italian pop;5mTg1ztZByLRHsOEtwmT4G
spanish indie pop;61C3cEhdoJ9YiQSQSwYB4K
israeli pop;398u4UqbG8yzv4H08Mc1Eq
latin alternative;4VgvR7eu3k2T20mo6mXhXF
deep german hip hop;6ihLfpY3cmdGyWEnItn30w
romanian trap;6dbSCjvgfuH0pxONqzmrAE
swedish gangsta rap;0ahIOvoOixJ6reWSvAsshX
rap;5QdEbQJ3ylBnc3gsIASAT5
vapor trap;0ceH34CATvfgphxnLRWFkm
french hip hop;1q7T9rFQ2a2ukA1PU51fo3
belgian hip hop;1cKyknhftNKXCjMBd2hDrG
suomi rock;69grVcN5UQeX34dKNyV1ut
turkish alternative;3Z814BstLaKbLqKHXsht8O
tropical;64aJYyrXljOodnUG6jvhRD
pop urbaine;2IoSLl3tqYMq9DzR0d6NJN
trap latino;3EiLUeyEcA6fbRPSHkG5kb
french hip hop;3dH7pcBScIJQboDyMzUzez
v-pop;1dmaHHd1Xbd85cT1egYb4w
boom bap;1q13yHC6Syg5Y8iPLrRnCq
desi hip hop;6zZrFenNe3YPttxZsnQQs1
rap;4LLpKhyESsyAXpc4laK94U
k-pop;2e4G04F77jxVuDYo44TCSm
edm;4YXycRbyyAE0wozTk7QMEq
c-pop;2MVfNjocvNrE03cQuxpsWK
german dance;4bL2B6hmLlMWnUEZnorEtG
italian hip hop;7iCdyOeJYk06mKJ6nLrFQ6
uk funky;550Zxz0BTZi3yd8gX9QINw
pop;1KP6TWI40m7p3QBTU6u2xo
hip pop;0iVrCROxeyon7MZUW3MfzT
electro house;2vVNxGBvKRQMWwI5c8KmYh
turkish pop;3JAjt6oAXVTMvCYHsc0tIC
rap criolo;0Odg6UKDVyJQruefzF19FU
pop edm;0UN8vGMxWEBKNNu8NtyF96
show tunes;5mnS9jJdKQQcRSqFu5YPVe
filter house;4e7qJTThm5uI3CplqZObfT
dutch hip hop;0906u9DO6IhSeFljQ7AXHZ
disco;4QQgXkCYTt3BlENzhyNETg
r&b;7ibAWtDtmEfaVhc1FJ3Vl9
sunshine pop;3oDbviiivRWhXwIE8hxkVV
persian pop;54jZWpivOTllo1afYNSx5U
swedish idol pop;1CQLPgGkfHrxNMqrXt5oWS
reggaeton flow;00XhexlJEXQstHimpZN910
edm;5fMUXHkw8R8eOP2RNVYEZX
country road;78YqeIji3mgAS2K1Maca6x
miami hip hop;6fxyWrfmjcbj5d12gXeiNV
finnish dance pop;3qy9C549vuJzgevoM0ZiRA
dutch singer-songwriter;1bObiFZkYu7IfzxVlAVj5x
birmingham grime;2p1fiYHYiXz9qi0JJyxBzN
banda;4stSxe6AbpXw3x7nRDsYVX
pop urbaine;3J7r4VsNmuWixU0nXvyPd8
danish pop;4INeNa4jPX7NmnpaVRhKJt
rap;1DvtabXAjfrMihPP6JQdHs
alternative r&b;3kHVioJpVxlazAAKQ64pC1
partyschlager;6dKYo2aegt1Cpez6tyd2ai
canadian pop;7xTcuBOIAAIGDOSvwYFPzk
lithuanian hip hop;0Y2zzjMum7MSOCvI0GNbv5
dutch pop;5hHcAWKNV84BEbkRnbQ6A7
rap conciencia;5lYeiQxUTcGKVgAuTqbTeL
reggaeton flow;6ieK9Ddas29reReO60on3o
corridos tumbados;0LIyZkH7LLbsA9T4YwUnEk
electro;4tZwfgrHOc3mvqYlEYSvVi
rock nacional;6byQKddO1b34lXC2ZEjehQ
turkish pop;0wCKNMsqYasJBFVagjay49
italian pop;3o7fC2O4nraaicpID6bBZW
finnish hip hop;11OHTUETXL6VR3cnv9KNF1
kosovan pop;1pkDzgHvVqC17qYGKfLPpb
latin viral pop;0P9kGWWUX38kvwbqMePLBr
indonesian pop;2Ooa3TrmlskyBftzenv6xQ
underground hip hop;0pghUohLPptZWBasy2wmUx
roots reggae;1XTGADISSMRf8B4TcVGYUC
pop virale italiano;5RXnKYBIxi8zcFNCz03T71
vapor trap;7trxpXo6hVUnoB22sbCkEd
baltimore hip hop;5fyvTyetDr7gvLafBsEEhU
deep german hip hop;6F9QTYrJgiLY80BZGzWIHO
indie r&b;4fxd5Ee7UefO4CUXgwJ7IP
taiwan pop;16s0YTFcyjP4kgFwt7ktrY
grupera;1YhMWppPt9RVODKD1KCs7W
finnish pop;63RF3q8ejWJup6nAPb3KLw
indietronica;6ioOEWNNGK40H8xrGj6XPW
southern hip hop;01QTIT5P1pFP3QnnFSdsJf
alternative rock;2ziB7fzrXBoh1HUPS6sVFn
edm;1h6Cn3P4NGzXbaXidqURXs
italian pop;4dyfAiJCbl7jS1GHOCdiJv
trap;2HO2kO7O5gEnM91dhobllP
latin alternative;6IdtcAwaNVAggwd6sCKgTI
mandopop;2elBjNSdBE2Y3f0j1mjrql
chillwave;5QuBVnBPEzwYvFrgBbwpmU
progressive electro house;5ChF3i92IPZHduM7jN3dpg
swedish pop;44YSqyZYMSDBJYRwUVOCPs
dutch trap pop;3Xvu1Rur46ZO8HiE9hBuxl
latin;60nua3AsVSfADZtg5Hdz3W
german dance;0u6GtibW46tFX7koQ6uNJZ
pop reggaeton;3ATyg4fGC9F8trfb0GRWmX
thai indie;6eCb9p0hNM3uR1Q99CJuZg
pop;10exVja0key0uqUkk6LJRT
german hip hop;6QzzeKV0VcnT2vJMYDPuL4
tropical house;3MyFDtqB80WZvbtCZRsekM
finnish hip hop;7jxDHM0eMYkiSXHc5tPqSr
danish electropop;4WnhWF0prnUJ7sHHi5Aoun
dutch hip hop;5EBNHekbDwV3Q9POxvSMBI
dutch pop;4mg1S6eUvRL9IZKzEShYB8
desi hip hop;07iEy1AecUPVzfC2J2gCHR
big room;2rTo8KIkBTFjQS7VvaKYQ4
bachata;6BeO1KuAWBqFriL1mLHtNc
dutch pop;1lMqPztKuO3DBB64uGJGr0
swedish electropop;1lzoEy8yiIBiHOuaO4h5Wj
indian indie;72beYOeW2sb2yfcS4JsRvb
pinoy rock;6Ww3OMFzCaO33ulKh1LBFN
dominican pop;5rvaaWutd0gsbc2iMNo9k5
rock;0TJB3EE2efClsYIDQ8V2Jk
german hip hop;0t6A5IoqSxQzxmMoDkS9Cv
italian arena pop;1X9iZlQXfAAx4Vvmlqeao7
soul flow;4jOUE5phvhoCUHQBZ3uMyM
swedish trap pop;4QvI3PrYRXq9A2UbeQAKH6
big room;5Ip2ecnyGpNyZvPuuYU8Ai
french hip hop;4m90Zo0X5ACTTk27IZ9eMY
trap italiana;3sC3sCpqSYClSdKez9Rs6k
suomi rock;5H34mYQz0gLcqPWIOTyDaJ
j-pop;2mGYHril2LuZodRtTX06BC
sertanejo universitario;0jD7VeE1m2SdHbOWeCtB9l
pop;5YGY8feqx7naU7z4HrwZM6
modern bollywood;1bTROl5p3rGTpvKeWnGgrw
norwegian pop;1FVIussEvC43HZnVOY7Zjs
pop urbaine;5gs4Sm2WQUkcGeikMcVHbh
hip hop;68DWke2VjdDmA75aJX5C57
thai pop;1pTiPuAABytFjsXsUwgsNE
tropical house;6Paz0vXJJ9bCPf0fEm3qzg
dance pop;6VD4UEUPvtsemqD3mmTqCR
spanish pop;0fM3rWsshliRFUmJlBP6QZ
dutch trap pop;5DfAmTDpY9atls7sejWX5x
sufi;4tgxFlmtGx08MtTKWeqEuR
trap;7e10JUMF7MJmmwYpnTSMI5
deep house;6TlN75Ns66CyxBuZ7i3TK3
latin rock;3QmmtMrEf7aQrsd1VtejAV
reggaeton flow;7dHiLDmaaoJ7XwEqWCcIah
rap;3aQeKQSyrW4qWr35idm0cy
deep german hip hop;5iBlCs0WwiMbr5zO6vPt5G
electropop;4zxvC7CRGvggq9EWXOpwAo
regional mexican pop;1lQO7ePBTp5yOfVK9hicoJ
rap;7v9bFXCdSMA2o3gS4nvp0F
norwegian pop;2hxV1sx7MESHOuxBi04hU6
alternative r&b;7uaIm6Pw7xplS8Dy06V6pT
pop;1bqxdqvUtPWZri43cKHac8
art pop;3Xt3RrJMFv5SZkCfUE8C1J
sertanejo tradicional;3HxTMZ6kZ9OuvFfwcYJwov
punk;2wzMOQwNT6ZvVB4amvhFAH
neo soul;6Q192DXotxtaysaqNPy5yR
finnish dance pop;5ffRhIFF1wJD3JJLDXt4hY
portuguese pop;1ZJx1mKaG5qDGe1kvpbSMu
spanish pop rock;6mfK6Q2tzLMEchAr0e9Uzu
neo mellow;0MlOPi3zIDMVrfA9R04Fe3
italian arena pop;5lzqFxifzjxYHGJxuwQqtR
french hip hop;0QcZD8V0Ug1KINWBSyG0dB
pop edm;5ShkaitLUorYdZgJMqTF5E
reggaeton;5lFhCi03HDneWzvCxGctrT
czsk hip hop;2TVTUyOkmhEQpMd9BD27hk
kolsche karneval;5uRfU4LuGDkxzZ86uCXQY8
korean pop;6dhfy4ByARPJdPtMyrUYJK
trap argentino;6ybOB74nYTUpM6VGiP1egr
pop rap;0NWbwDZY1VkRqFafuQm6wk
cantautor;0InCPtI0kadS7s3cZrcbbY
latin rock;25THA9HUHoxpCT4LBp7UsZ
german rock;6UDhlW8uEVBBrqHS3RrKuv
modern rock;4yvcSjfu4PC0CYQyLy4wSq
europop;518rTAIFPwQjLUSi4Pdzzn
social media pop;28y6CyJNkGNjJQKrlx4AmN
r&b;1c4rxrxy8eDLvMVL1DTiBe
pop edm;5vQfv3s2Z2SRdPZKr82ABw
pop rap;0YinUQ50QDB7ZxSCLyQ40k
swedish soul;6fJM13619LsYtyPqHvsf6A
europop;3XyHsKlvXenLURpECPEQOJ
japanese r&b;3yzQHdj9G34CVZ5rVUDrOM
latin hip hop;2cy1zPcrFcXAJTP0APWewL
filmi;5HcunTidTUrOaf8V0iJcvl
danish pop;2feslzBLWgoLAT5PfH2V9q
polish alternative;6o7xoNMeAUgi1SVl9rHYNk
sertanejo pop;43DRDu6nLSeIedZ7T1A616
german indie;2e4uIDIIBXR0MmZe0AJGhR
latvian hip hop;3X4o7qy1ci4qtCVg2AtuXb
trap;7kFfY4UjNdNyaeUgLIEbIF
hollywood;2LAqcqAQ8KPTsl1HBgBrqM
swedish hip hop;58RMTlPJKbmpmVk1AmRK3h
indonesian pop;5puPe9ODwSfnmqy5cx90TC
deep tropical house;6lB8vOoI4DRrrVxXwuV19c
compositional ambient;00sazWvoTLOqg5MFwC68Um
pop urbaine;25yJrwrn5I0EUdQEiTtNSO
dutch trap pop;5hBg0IBoDtkqR9mjsiyFni
latin pop;4cA5JN7tiNZ8afYeuSQj5h
italian hip hop;2E6AK3UPEGCvjnzuygCh2h
danish pop;2Q9c6ETFOkDDTy53U7DIgr
israeli mediterranean;61EmiU0aHTJTACl7pRoxd8
electro house;4xnMDfgEmXZEEDdITKcGuE
trap espanol;7rAjVJgwZhvmMIt5vfyNGn
dutch trap pop;1OFra6RZi6tAQLx4nqvz8q
german pop;5JbALDn35ZrLwVAle4xVqZ
sufi;4IKVDbCSBTxBeAsMKjAuTs
desi pop;4Ai0pGz6GhQavjzaRhPTvz
latin hip hop;0Y30TbA4p8SAfCzy2AFBa8
rap dominicano;05i5DIXDf4Ai4NEPEi3uBZ
latin;3t3hIeMUcwqWaEVpEox5QW
garage rock;4FZ3j1oH43e7cukCALsCwf
indie pop;6u11Qbko2N2hP4lTBYjX86
hip hop;20sxb77xiYeusSH8cVdatc
latin arena pop;2DZsabXAIQY8oIslZlYvLw
conscious hip hop;09hVIj6vWgoCDtT03h8ZCa
norwegian pop;63Dir7MyAhpGcHU3rOh3uF
french pop;2tsnxjntsRI6iFL9ZeC0ec
pinoy hip hop;3PDFGpPl4ienSn5Vwisfrh
thai hip hop;3E2RbO6J3JSYa9VgP5iGMH
desi hip hop;0E02VcvA5p1ndkLdqWD5JB
northern soul;3koiLjNrgRTNbOwViDipeA
german hip hop;4WZGDpNwrC0vNQyl9QzF7d
funk carioca;1BRkfP0amngMbqJ4aV3KKp
german hip hop;0PhLCUFEU30lqntUbYZjSt
trap espanol;5Uox3n7m4W2CoM9MmHPJwQ
reggaeton;0Y30TbA4p8SAfCzy2AFBa8
dance pop;6If57j6e3TXXk0HiLcIZca
art pop;6xdRb2GypJ7DqnWAI2mHGn
rap;1Bl6wpkWCQ4KVgnASpvzzA
desi hip hop;0bG9yluCs22bj1ekgSc3fh
country road;6yJCxee7QumYr820xdIsjo
latin pop;6CSa1r92LtHHdLG6kRabU3
brostep;6M7RdR9ZP52h2mfNLmiHtU
turkish rock;3Z814BstLaKbLqKHXsht8O
latin pop;36KsCCwgI0Dep97yVJWmkK
modern power pop;3jOstUTkEu2JkjvRdBA5Gu
dutch hip hop;2vmQP2rkDh9bcyzhP1YVKU
iskelma;3bLCTs7b0rXgPLsuRq1Wlh
danish hip hop;0bIoVDzI4BefNfAQid4nox
indie poptimism;3CjlHNtplJyTf9npxaPl5w
finnish dance pop;0OYspJRShx3Yx7QIykOJgq
post-grunge;0L5fC7Ogm2YwgqVCRcF1bT
danish hip hop;7x82LIyCtdFKWxa4kMwdCR
eurovision;0WL3SAUxkhHXHI9Euz5Szs
swedish soul;0qC4DawW3xCirhuq5cvaKV
spanish folk;0op3EnoEZ0jQY13sbyoSo2
dutch hip hop;7EiPZFDrVMi9MjYXP4l8Jc
reggaeton flow;6NmMI7UnfmIpLRYoz8H9jm
latin;2gDqGAadPIPiA7LtmNn74g
swedish pop;7iURZ6msGELD5SZqMqKa7G
pop urbaine;0YqeL4iGLLNiwRXZvew1TM
greek hip hop;1LxWE4LOhnqeaAx2tVUK6p
tropical house;5iNrZmtVMtYev5M9yoWpEq
francoton;6MvRVq0CtpQQlwnIiszV8F
trap;3ipn9JLAPI5GUEo4y4jcoi
gaming edm;0daugAjUgbJSqdlyYNwIbT
pop urbaine;1LYOKaB67uPrzpNMIk10k9
filmi;4K6blSRoklNdpw4mzLxwfn
suomi rock;60UkyJpgRSEUtcVTasRFEq
taiwan pop;3n16EAnJtz6SZGx2zJssrI
spanish pop;3bvfu2KAve4lPHrhEFDZna
deep big room;47BEc2RoW53owMyxacXWdV
candy pop;4IFgewC2urR62Fwt7uAU03
turkish trap pop;0FUsrstJwmg4WVHQMTYuUA
disco house;4CuipEvwcoQggmCV8jpKF9
pop;21aa4pj9BvbFB2iT8kRpnq
japanese r&b;2UmhByzSum8X2lQZ7pWvWp
modern country rock;7vCtweS8UVAXTyau2j0rDT
electropop;00TKPo9MxwZ0j4ooveIxWZ
finnish reggae;1vZsTsBd4VNRtk9gKOeZRu
big room;20mCdWSz6PqFQof9gFFJ1r
nyc pop;5YyGLejM00snCF1RJKlocJ
french indie pop;7xfdx6PiB50V9VWI4Mq70R
r&b;6y5amJcTjeDgLXIjtQLMst
russian pop;5NW2uPFatEKjZQ5gpWD8HO
new orleans jazz;19eLuQmk9aCobbVDHc6eek
big beat;5nPOO9iTcrs9k6yFffPxjH
estonian pop;0SjnenkLIpqRE9SUzogeOp
post-teen pop;1MIVXf74SZHmTIp4V4paH4
italian arena pop;0tTS475qIqv3KXYZMXjsYy
latin pop;69BUYvpG9MbjCyIZfsFdhJ
country road;6y8XlgIV8BLlIg1tT1R10i
pop edm;4hbnUamwrCHpv4wQTwvCIc
indie pop rap;3ApUX1o6oSz321MMECyIYd
finnish pop;5VqqouYMb1I1IZHzEGqkMh
lilith;2vm8GdHyrJh2O2MfbQFYG0
finnish dance pop;6XzrigJYrdGKdAUud8fPUC
belgian pop;0dLWSYE7my9AbpQYNJ0ABV
italian pop;0dwEXtB6gceh7EO7tCsxhD
rap francais;4vtz0m60CCrcsQmqDunDIR
sertanejo;6TYimByryGphZCtwYopH0y
indie poptimism;3hyEbRtp617pNCuuQjyOmc
uk drill;6k970rXaWAWVfWMjqWtFNI
hip hop tuga;3NEQ5t2FprBMLmDAP0EPcE
classic norwegian pop;64zdCzD7lOFBTIpQBSH8Uv
desi pop;4PULA4EFzYTrxYvOVlwpiQ
finnish pop;1pbX4qbCZOyiRA0ih5jGfX
adult standards;6KWcxMWVNVIYbdOQyJtsSy
dutch rock;0ZLfGbfO9xjpfna1pN8BeX
latin;4Esb8jfP35nF3O85C0jgKC
milan indie;7BgEOZ9w3Y4IMShXTMu1nN
swedish pop;6zpub6jbY6CdrcqQsDq8P4
finnish dance pop;60UkyJpgRSEUtcVTasRFEq
hollywood;6kXm2YCtdUOpRYNKeKhfue
movie tunes;5Rgs4d94GBqUSeZC6QJxUc
mexican pop;5B8ApeENp4bE4EE3LI8jK2
post-teen pop;7nDsS0l5ZAzMedVRKPP8F1
trap italiana;4BFn4jmfqSNaHtPWHTcy41
thai hip hop;6pPa982maNkzxD8kjhwbYr
k-pop;2auC28zjQyVTsiZKNgPRGs
bossa nova;0rSTXALHu0EKAawPLBdODH
brazilian hip hop;0oNOkdVXXFaWC9tPb7Ol10
greek hip hop;5EZmxPSk3RuSe9jda5RGxG
finnish hip hop;5Ptz1xkszwS7JBksmx8gMt
europop;12VIfmT1N5FGyCuuXGKuYB
indie pop rap;2OlZK0VIzr7wQYSrj9bOvF
finnish power metal;2NPduAUeLVsfIauhRwuft1
funk;19y5MFBH7gohEdGwKM7QsP
dance pop;3C4t1usFGoKHCSRdujm2GN
modern alternative rock;1xKrH6GSh9CJh8nYwbqW7B
finnish hip hop;3qy9C549vuJzgevoM0ZiRA
kleinkunst;3kcwSBHk3lMgHMHuxjJLNZ
latin;0KPX4Ucy9dk82uj4GpKesn
dansband;1qC3LsWlbrRCPVRooOX81u
romanian trap;357du2352LkLWerYcY49WY
nc hip hop;30C5wgn4celhRP3Tytv7R6
cumbia pop;1spz7NNmvQQbTAyFxPGKAF
indonesian indie;35dWPb7Tmq0WESp6KAUJ8w
pop edm;1XLjkBxFokuDTlHt0mQkRe
dutch drill;2ovH0tGdgfnM3OwsuJykd0
swedish gangsta rap;3oJjZweJo9yqNFnKBTlgm0
indie r&b;2xe8IXgCTpwHE3eA9hTs4n
cantopop;2MVfNjocvNrE03cQuxpsWK
iskelma;1ZIrF0ZDNIdoTwt57VjkGI
underground hip hop;5fW1JQP4DfDyNqvYQ5m4Ju
latin;7hIqJfRYGBWWT1Qxu6Cpd2
hip hop;5yPzzu25VzEk8qrGTLIrE1
dance rock;762310PdDnwsDxAQxzQkfX
nova mpb;3Ujv6sa60JRiaxS8RVuNOj
punjabi pop;0E02VcvA5p1ndkLdqWD5JB
nordic house;6pWcSL9wSJZQ9ne0TnhdWr
finnish dance pop;0J6FzqgnUITrdlvJW8R7w0
mandopop;1DNci4XjJlglg629j3yO5n
country;0hYxQe3AK5jBPCr5MumLHD
gangster rap;28ExwzUQsvgJooOI0X1mr3
edm;6yTYR09WCvsgdnurDW4WQo
doo-wop;4WL6MC4jDW7w7K9hfc4MVS
deep melodic euro house;532SqCIYmJyXEdEiCJLgYG
indonesian pop;0sfi4c54RwQVfvfq6yz8fc
funk ostentacao;2d9LRvQJnAXRijqIJDDs2K
trap;4OBJLual30L7gRl5UkeRcT
nz christian;7fRw4ouudxR1jHgyrTIKuY
latin talent show;7sRtI3bMrrgSFkNs2jFHrl
israeli rock;2W0dQPsEPd0tz7cj95gUse
swedish trap pop;7HNexSRBLdVWgYldSK1EN4
german pop;6quRLJ5SiWHgcVMoE9TEJj
finnish hip hop;0sddDn9xuwrGFzZrrr9uEn
canadian pop;5X1JzPIIonP3u9lA580pPT
trap tuga;2DEfqyWjAMIfKYMXb1V8L1
suomi rock;5kwthnxNdfnqGk0nL35wDC
big room;4AVFqumd2ogHFlRbKIjp1t
thai pop;2PfxoKmrvMLvTAkn5azNZ6
german hip hop;6nHDuiu6PIpfWt6DswQHvL
sertanejo;7zIRO89G0FBAQtGMHO1Wa0
sertanejo universitario;1D6vAeVUcgMbSx80IA3Zun
dance pop;2FwJwEswyIUAljqgjNSHgP
brill building pop;7CyeXFnOrfC1N6z4naIpgo
cumbia paraguaya;4nTNHKAVWQyqnvRuBW4N4V
suomi rock;41nB823nb3wxEI25UeGHqG
neo-singer-songwriter;2ysnwxxNtSgbb9t1m2Ur4j
classic rock;5KEG7G8LDYlHgFDqZyEEs2
latin talent show;2W9Bqi3EV1GXFkCOvE3oSE
house;0nJcDqY6ox4kHB92AuRA8j
greek trap;29Bl0nvClztM0dpgY2vvcc
german hip hop;1ul8iLt2WnFe2UIyovjg7q
finnish dance pop;3zh3U2eQ64EhBFbJuxgf1M
brill building pop;4sj6D0zlMOl25nprDJBiU9
norteno;2C6i0I5RiGzDKN9IAF8reh
sertanejo universitario;5zpNiDA9xLFWQfPCJOQNGN
swedish pop;1AdKbbV5v6ifuJertEjNeK
tropical;5GNSVtCq2hiXDx7jUA5Iou
deep big room;1l2ekx5skC4gJH8djERwh1
